data,commit,nodi,archi,grado_medio,isolati,community,archi_raw_wiki,nodi_raw,nodi_wiki,nodi_engine,note_md,con_frontmatter,lezioni
2026-08-14,0a54283,1252,1612,2.58,0,125,0,10,0,4,4,4,0
